"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"859","Vanuatu",50811,"Male",26,"Some college",NA,"Teacher","Mom: housewife, Dad: ship","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Catholic","Rural",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"860","Vanuatu",50812,"Male",25,"Bachelors degree",NA,"Teacher","Islander","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Catholic","Rural",0,"about the same","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"861","Vanuatu",50815,"Female",51,"Other","Class 6","Pray and look after children","Mom: sick, Dad: dead","Ni-Vanuatu",NA,"Aneityum",NA,NA,NA,"Christian",NA,"Salvation Army","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"862","Vanuatu",50816,"Male",27,"Other","Yr 10","Apple picking (RSC)","Mom: Cleaner, Dad: Karo","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"Anglican","Urban",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"863","Vanuatu",50819,"Male",28,"Other","Yr 11","Stay at home only","Mom: housewife, Dad: says at home","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"864","Vanuatu",50820,"Female",37,"Other","Class 6","House keeper","All dead","Ni-Vanuatu",NA,"Emao",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"865","Vanuatu",50823,"Female",50,"Other","Class 6","housekeeper","Gardner/Housekeeper","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"866","Vanuatu",50824,"Female",29,NA,NA,"Housewife","Mom: pharmacy, Dad: musician","Ni-Vanuatu",NA,"Ifrica",NA,NA,NA,"Christian",NA,"NTM","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"867","Vanuatu",50827,"Female",30,"Other","Year 13","Fiance at the airport","Mom: housewife, Dad: teacher","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Bible Church","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"868","Vanuatu",50828,"Female",66,"Other","Yr 7","Stay at home","Gardeners","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Bible Church","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"869","Vanuatu",50831,"Male",58,"Other","Yr 7","Builder","Housekeeper/Island","Ni-Vanuatu",NA,"Emao",NA,NA,NA,"Christian",NA,"Bible Church","Urban",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"870","Vanuatu",50832,"Female",59,"Other","Yr 9","Housekeeper","Mom: housewife, Dad: meteo","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"SDA","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"871","Vanuatu",50835,"Male",38,"Other","Yr 7","Baker Bread","Farmer","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"LDS, The Church blong Jesus blong of Latter day Saints","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"872","Vanuatu",50836,"Female",33,"Other","Yr 12","Cashier","Mom: housewife, Dad: farmer","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"LDS (Latter Day Saints)","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"873","Vanuatu",50839,"Female",61,NA,NA,"Sewing","Mom: sewing, Dad: Carpenter","Ni-Vanuatu",NA,"Makira",NA,NA,NA,"Christian",NA,"Pentecostal","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"874","Vanuatu",50840,"Female",31,"Other","Yr 7","Sewing","Mom: housewife, Dad: Police","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Glorious church","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"875","Vanuatu",50878,"Female",41,"Other","Yr 12","Administration","Parents - retired","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"Presbyterian/Apostolic","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"876","Vanuatu",50879,"Female",41,"Other","Yr 10","Teacher","Parents - Farmer","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Ark Healing Ministry","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"877","Vanuatu",50882,"Female",54,"Other","Yr 9","Housewife","Parents farmer","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"St Peter Church","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"878","Vanuatu",50883,"Male",23,NA,NA,"Stays at home","Mom: housewife, Dad: VMF","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"Church of Christ","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"879","Vanuatu",50886,"Female",21,"Other","Yr 9","Housewife","Parents - at home","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"Bible Church","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"880","Vanuatu",50887,"Female",21,"Other","Class 6","Housewife","Mom: Housewife, Dad: Resort","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"Bible Church","Rural",0,"about the same","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"881","Vanuatu",50935,"Male",58,"Other","Class 6","Gardener, Construction, Cleaner etc.","Dad: dead","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican Church","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"882","Vanuatu",50936,"Male",55,"Other","Class 3","Farmer","Parents-farmers","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"Bible Church","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"883","Vanuatu",50939,"Female",46,"Other","Year 12","Book shop manager USP","Mom: Housewife, Dad: Farmer","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"United Pentecostal","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"884","Vanuatu",50940,"Male",26,"Some college",NA,"Teacher","Mom: Look after the family brothers, Dad: MP","Nio-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Church of Christ","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"885","Vanuatu",50943,"Female",39,"Some college",NA,"Teacher","Parents - stay at home","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"886","Vanuatu",50937,"Female",28,"Other","Yr 12","Housewife","Parents - Home","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"Bible Church of Vanuatu","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"887","Vanuatu",50938,"Female",25,"Other","Yr 9","Housewife","Parents - farmer","Ni-Vanuatu",NA,"Efatu",NA,NA,NA,"Christian",NA,"AoG","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"888","Vanuatu",50941,"Male",31,"Bachelors degree",NA,"Teacher","Parents - Retired","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"889","Vanuatu",50942,"Female",41,"Other","Yr 10","Administration USP","Parents - pastors","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"AoG","Urban",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"890","Vanuatu",50944,"Female",32,"Some college",NA,"Teacher","Mom: Customs officer, Dad: Business","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"Church of Christ","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"891","Vanuatu",50947,"Female",35,"Other","Year 12","Teacher (Trainer)","Mom: Lending officer, Dad: Farmer","Ni-Vanuatu",NA,"Malo",NA,NA,NA,"Christian",NA,"Grace Baptist","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"892","Vanuatu",50948,"Male",52,"Other","Year 10","Teacher","Mom: Housewife, Dad: Teacher","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Church of Christ","Rural",-1,"a little poorer","strongly agree",2,NA,NA,NA,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"893","Vanuatu",50951,"Male",56,"Other","College Year 13 Diploma","Teacher","Dead","Ni-Vanuatu",NA,"Eromango",NA,NA,NA,"Christian",NA,"Seventh Day Adventist","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"894","Vanuatu",50952,"Male",51,"Other","Year 10","Carpenter","Mom: Gardener, Dad: Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"895","Vanuatu",50955,"Male",22,"Other","Year 7","RSC","Stay at home","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"ALM","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"896","Vanuatu",50956,"Male",27,"Other","Class 6","RSC","Mom: Housegirl, Dad: Hotel","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"897","Vanuatu",50959,"Female",35,"Other","Year 7","Housewife","Mom: Housewife, Dad: Government","Ni-Vanuatu",NA,"Paana",NA,NA,NA,"Christian",NA,"Anglican","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"898","Vanuatu",50945,"Male",28,"Bachelors degree",NA,"Teacher (IT trainer)","Mom: Teacher, Dad: Construction","Ni-Vanuatu",NA,NA,NA,NA,NA,"Christian",NA,"Israel United in Christ","Urban",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"899","Vanuatu",50949,"Male",54,"Other","Yr 10","Teacher","Parent - in the islands","Ni-Van",NA,"Ambae",NA,NA,NA,"Christian",NA,"Catholic","Rural",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"900","Vanuatu",50950,"Female",55,"Other","Yr 14","Secretary Administration","Mom: Housewife, Dad: Mechanical","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"Assemblies of God","Urban",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"901","Vanuatu",50946,"Female",43,"Other","Yr 10","Teacher","Mom: housewife, Dad: carpenter","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"SDA","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"902","Vanuatu",50953,"Male",28,"Other","Yr 10","RSC (Apple","Parents - Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"ALM (Apostolic Life Ministry)","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"903","Vanuatu",50954,"Male",24,"Other","Yr 7","Stay at home","Mom: housewife, Dad: carpenter","Efate",NA,"Efate",NA,NA,NA,"Christian",NA,"Apostolic","Rural",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"904","Vanuatu",50957,"Male",27,"Other","Yr 8","Stay at home","Parents - stay at home","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Apostolic","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"905","Vanuatu",50958,"Male",40,"Other","Class 6","RSC","Sale of 20VT","Ni-Vanuatu",NA,"South East Ambrym",NA,NA,NA,"Christian",NA,"SDA","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"906","Vanuatu",50974,"Female",51,"Other","Year 9","Finance, Acting","Mom: Housewife, Dad: Teacher / Chief","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"907","Vanuatu",50977,"Female",52,"Other","Year 7","Cleaner","Farmers","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Presbyterian church","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"908","Vanuatu",50978,"Female",40,"Other","Year 12","Cleaning","Farmers","Ni-Vanuatu",NA,"Fatima",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","neither agree nor disagree",0,NA,NA,NA,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"909","Vanuatu",50981,"Male",34,"Other","Year 7","Sales person","Mom: Nurse, Dad: At house","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"Catholic","Urban",0,"about the same","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"910","Vanuatu",50982,"Male",28,"Other","Year 13","Sales person","Both stay at home","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"Mormon (LDS)","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"911","Vanuatu",50985,"Male",35,"Some college",NA,"Teacher, Facilitator","Mom: Farmer, Dad: Farmer","Ni-Vanuatu",NA,"Aniwa",NA,NA,NA,"Christian",NA,"SDA","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"912","Vanuatu",50986,"Male",20,"Other","Year 10","Maintenance","Deceased","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Catholic","Rural",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"913","Vanuatu",50989,"Female",30,"Other","Year 12","Receptionist","Dad-Home","Ni-Vanuatu",NA,"Malekula / Ambryn",NA,NA,NA,"Christian",NA,"New Breakthrough Ministry (Conquer WBM)","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"914","Vanuatu",50990,"Female",26,"Some college",NA,"Fiance Asnstak Officer","Mom: Marketing EDaly Port, Dad: Home","Ni-Vanuatu",NA,"North Efate / Pentecost",NA,NA,NA,"Christian",NA,"Living Water Ministry","Urban",0,"about the same","disagree",-1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"915","Vanuatu",50996,"Male",35,"Some college",NA,"USP","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"916","Vanuatu",50975,"Male",34,"Other","Yr 12","Government","Mom: Chef, Dad: Deceased","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"917","Vanuatu",50976,"Female",39,"Other","Yr 10","Women Scheme","Parents - deceased","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"SDA","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"918","Vanuatu",50979,"Female",35,"Other","Yr 10","Cleaner","Mom: Farmers, Dad: Farmers","Ni-Vanuatu",NA,"Tongariki",NA,NA,NA,"Christian",NA,"New Covenant","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"919","Vanuatu",50980,"Female",42,"Other","Yr 10","Cleaner","Mom: housewife, Dad: carpenter","Ni-Vanuatu",NA,"Nguna",NA,NA,NA,"Christian",NA,"New Methodist Christian Fellowship","Urban",0,"about the same","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"920","Vanuatu",50983,"Male",49,"Other","Yr 12","Police (VMF)","Mom: deceased, Dad: Fisherman","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"SDA","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"921","Vanuatu",50984,"Male",47,"Other","Yr 12","Teacher (Electric)","Parents: dead","Ni-Vanuatu",NA,"Futuna",NA,NA,NA,"Christian",NA,"Apostolic Life Ministry","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"922","Vanuatu",50987,"Male",53,"Other","Yr 7","Teacher","Mom: Farmer","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Catholic","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"923","Vanuatu",50988,"Male",32,"Bachelors degree",NA,"Public Servant (Government)","Retired","Ni-Vanuatu",NA,"Ambae/Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"924","Vanuatu",50991,"Female",43,"Other","Yr 12","Finance","Mom: house, Dad: deceased","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"United Pentecostal Church","Rural",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","1"
"925","Vanuatu",50992,"Male",32,"Other","Yr 11","Wan Smol Bag (Costume Department)","Mom: housekeeping","Ni-Vanuatu",NA,"Yr 11",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"926","Vanuatu",50993,"Male",51,"Other","Year 13","Actor (WSB)","Dad: Chef","Ni-Vanuatu",NA,"Tongoa",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",0,"about the same","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"927","Vanuatu",50994,"Female",30,"Other","Yr 13","Office assistant","Mom: accountant, Dad: manager","Ni-Vanuatu",NA,"Efate",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda","Bislama","0"
"928","Vanuatu",50995,"Male",46,"Bachelors degree",NA,"Teacher","Deceased","Ni-Vanuatu",NA,"Ambae",NA,NA,NA,"Christian",NA,"Church of Christ","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Various public places around urban Vanuatu","Polinda Lango","Bislama","0"
"929","Vanuatu",50841,"Male",34,"Other","Year 9","RSC","Retired","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"SDA","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"930","Vanuatu",50842,"Male",31,"Other","Year 10","Police Officer","Self-employed","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"931","Vanuatu",50845,"Male",40,"Other","Class 6","Gardener","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Anglican","Rural",NA,NA,"agree",1,NA,NA,NA,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"932","Vanuatu",50846,"Male",32,"Other","Year 9","Construction","Self-employed / gardener","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Bahai Faith","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"933","Vanuatu",50849,"Female",42,"Some college",NA,"Tija","Gardener","Ni-Vanuatu",NA,"Tanna",NA,NA,NA,"Christian",NA,"SDA / Sunday - Stream Pacific","Rural",-2,"much poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"934","Vanuatu",50850,"Male",22,"Other","Year 10","School - VIT","Mom: Housewife, Dad: Vila handprint","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Urban",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"935","Vanuatu",50853,"Male",27,"Some college",NA,"Dept. Public works","Tija","Ni-Vanuatu",NA,"Santo",NA,NA,NA,"Christian",NA,"Anglican","Rural",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"936","Vanuatu",50854,"Female",52,"Other","Class 6","Baby sitter","Deceased","Ni-Vanuatu",NA,"Ambryn",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"937","Vanuatu",50857,"Female",48,"Other","Class 6","Cleaner","Tufala stap nomo lo house","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"Catholic","Rural",-2,"much poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"938","Vanuatu",50858,"Male",20,"Other","Class 6","Unemployed","Self-employed","Ni-Vanuatu",NA,"Malekula",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"939","Vanuatu",50861,"Female",41,"Other","Year 12","Teacher / VIT","Diceased","Ni-Vanuatu",NA,"Ambryn",NA,NA,NA,"Christian",NA,"Jehovah's Witness, JW","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"940","Vanuatu",50862,"Female",35,"Other","Year 7","Self-employed","Gardener","Ni-Vanuatu",NA,"Epi",NA,NA,NA,"Christian",NA,"Presbyterian","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
"941","Vanuatu",50865,"Female",46,"Other","Year 9","Gardener","Gardener","Ni-Vanuatu",NA,"Pentecost",NA,NA,NA,"Christian",NA,"SDA","Rural",NA,NA,"strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Various public places around urban Vanuatu","Jill Hinge","Bislama","0"
